"zone.id","time.standard","gmt.offset","dst","zone.names"
291,"+08",28800,0,"Asia/Manila"
291,"+09",32400,1,"Asia/Manila"
291,"+09",32400,0,"Asia/Manila"
292,"LMT",16092,0,"Asia/Karachi"
292,"+0530",19800,0,"Asia/Karachi"
292,"+0630",23400,1,"Asia/Karachi"
292,"+05",18000,0,"Asia/Karachi"
292,"PKT",18000,0,"Asia/Karachi"
292,"PKST",21600,1,"Asia/Karachi"
293,"LMT",5040,0,"Europe/Warsaw"
293,"WMT",5040,0,"Europe/Warsaw"
293,"CET",3600,0,"Europe/Warsaw"
293,"CEST",7200,1,"Europe/Warsaw"
293,"EET",7200,0,"Europe/Warsaw"
293,"EEST",10800,1,"Europe/Warsaw"
294,"LMT",-13480,0,"America/Miquelon"
294,"AST",-14400,0,"America/Miquelon"
294,"-03",-10800,0,"America/Miquelon"
294,"-02",-7200,1,"America/Miquelon"
295,"LMT",-31220,0,"Pacific/Pitcairn"
295,"-0830",-30600,0,"Pacific/Pitcairn"
295,"-08",-28800,0,"Pacific/Pitcairn"
296,"LMT",-15865,0,"America/Puerto_Rico"
296,"AST",-14400,0,"America/Puerto_Rico"
296,"AWT",-10800,1,"America/Puerto_Rico"
296,"APT",-10800,1,"America/Puerto_Rico"
297,"LMT",8272,0,"Asia/Gaza"
297,"EET",7200,0,"Asia/Gaza"
297,"EEST",10800,1,"Asia/Gaza"
297,"IST",7200,0,"Asia/Gaza"
297,"IDT",10800,1,"Asia/Gaza"
298,"LMT",8423,0,"Asia/Hebron"
298,"EET",7200,0,"Asia/Hebron"
298,"EEST",10800,1,"Asia/Hebron"
298,"IST",7200,0,"Asia/Hebron"
298,"IDT",10800,1,"Asia/Hebron"
299,"LMT",-2205,0,"Europe/Lisbon"
299,"WET",0,0,"Europe/Lisbon"
299,"WEST",3600,1,"Europe/Lisbon"
299,"WEMT",7200,1,"Europe/Lisbon"
299,"CET",3600,0,"Europe/Lisbon"
299,"CEST",7200,1,"Europe/Lisbon"
300,"LMT",-4056,0,"Atlantic/Madeira"
300,"FMT",-4056,0,"Atlantic/Madeira"
300,"-01",-3600,0,"Atlantic/Madeira"
300,"+01",3600,1,"Atlantic/Madeira"
300,"WET",0,0,"Atlantic/Madeira"
300,"WEST",3600,1,"Atlantic/Madeira"
301,"LMT",-6160,0,"Atlantic/Azores"
301,"HMT",-6872,0,"Atlantic/Azores"
301,"-02",-7200,0,"Atlantic/Azores"
301,"-01",-3600,1,"Atlantic/Azores"
301,"-01",-3600,0,"Atlantic/Azores"
301,"WET",0,0,"Atlantic/Azores"
302,"LMT",32276,0,"Pacific/Palau"
302,"+09",32400,0,"Pacific/Palau"
303,"LMT",-13840,0,"America/Asuncion"
303,"AMT",-13840,0,"America/Asuncion"
303,"-04",-14400,0,"America/Asuncion"
303,"-03",-10800,0,"America/Asuncion"
303,"-03",-10800,1,"America/Asuncion"
304,"LMT",12368,0,"Asia/Qatar"
304,"+04",14400,0,"Asia/Qatar"
304,"+03",10800,0,"Asia/Qatar"
305,"LMT",13312,0,"Indian/Reunion"
305,"+04",14400,0,"Indian/Reunion"
306,"LMT",6264,0,"Europe/Bucharest"
306,"BMT",6264,0,"Europe/Bucharest"
306,"EET",7200,0,"Europe/Bucharest"
306,"EEST",10800,1,"Europe/Bucharest"
307,"LMT",4920,0,"Europe/Belgrade"
307,"CET",3600,0,"Europe/Belgrade"
307,"CEST",7200,1,"Europe/Belgrade"
308,"LMT",4920,0,"Europe/Kaliningrad"
308,"CET",3600,0,"Europe/Kaliningrad"
308,"CEST",7200,1,"Europe/Kaliningrad"
308,"CET",7200,0,"Europe/Kaliningrad"
308,"CEST",10800,1,"Europe/Kaliningrad"
308,"MSK",10800,0,"Europe/Kaliningrad"
308,"MSD",14400,1,"Europe/Kaliningrad"
308,"EEST",10800,1,"Europe/Kaliningrad"
308,"EET",7200,0,"Europe/Kaliningrad"
308,"+03",10800,0,"Europe/Kaliningrad"
309,"LMT",9017,0,"Europe/Moscow"
309,"MMT",9017,0,"Europe/Moscow"
309,"MMT",9079,0,"Europe/Moscow"
309,"MST",12679,1,"Europe/Moscow"
309,"MDST",16279,1,"Europe/Moscow"
309,"MSD",14400,1,"Europe/Moscow"
309,"MSK",10800,0,"Europe/Moscow"
309,"+05",18000,1,"Europe/Moscow"
309,"EET",7200,0,"Europe/Moscow"
309,"EEST",10800,1,"Europe/Moscow"
309,"MSK",14400,0,"Europe/Moscow"
310,"LMT",8184,0,"Europe/Simferopol"
310,"SMT",8160,0,"Europe/Simferopol"
310,"EET",7200,0,"Europe/Simferopol"
310,"MSK",10800,0,"Europe/Simferopol"
310,"CEST",7200,1,"Europe/Simferopol"
310,"CET",3600,0,"Europe/Simferopol"
310,"MSD",14400,1,"Europe/Simferopol"
310,"EEST",10800,1,"Europe/Simferopol"
310,"MSK",14400,0,"Europe/Simferopol"
311,"LMT",10660,0,"Europe/Volgograd"
311,"+03",10800,0,"Europe/Volgograd"
311,"+04",14400,0,"Europe/Volgograd"
311,"+05",18000,1,"Europe/Volgograd"
311,"+04",14400,1,"Europe/Volgograd"
312,"LMT",11928,0,"Europe/Kirov"
312,"+03",10800,0,"Europe/Kirov"
312,"+04",14400,0,"Europe/Kirov"
312,"+05",18000,1,"Europe/Kirov"
312,"+04",14400,1,"Europe/Kirov"
313,"LMT",11532,0,"Europe/Astrakhan"
313,"+03",10800,0,"Europe/Astrakhan"
313,"+04",14400,0,"Europe/Astrakhan"
313,"+05",18000,1,"Europe/Astrakhan"
313,"+04",14400,1,"Europe/Astrakhan"
314,"LMT",11058,0,"Europe/Saratov"
314,"+03",10800,0,"Europe/Saratov"
314,"+04",14400,0,"Europe/Saratov"
314,"+05",18000,1,"Europe/Saratov"
314,"+04",14400,1,"Europe/Saratov"
315,"LMT",11616,0,"Europe/Ulyanovsk"
315,"+03",10800,0,"Europe/Ulyanovsk"
315,"+04",14400,0,"Europe/Ulyanovsk"
315,"+05",18000,1,"Europe/Ulyanovsk"
315,"+04",14400,1,"Europe/Ulyanovsk"
315,"+02",7200,0,"Europe/Ulyanovsk"
316,"LMT",12020,0,"Europe/Samara"
316,"+03",10800,0,"Europe/Samara"
316,"+04",14400,0,"Europe/Samara"
316,"+05",18000,1,"Europe/Samara"
316,"+04",14400,1,"Europe/Samara"
317,"LMT",14553,0,"Asia/Yekaterinburg"
317,"PMT",13505,0,"Asia/Yekaterinburg"
317,"+04",14400,0,"Asia/Yekaterinburg"
317,"+05",18000,0,"Asia/Yekaterinburg"
317,"+06",21600,1,"Asia/Yekaterinburg"
317,"+06",21600,0,"Asia/Yekaterinburg"
318,"LMT",17610,0,"Asia/Omsk"
318,"+05",18000,0,"Asia/Omsk"
318,"+06",21600,0,"Asia/Omsk"
318,"+07",25200,1,"Asia/Omsk"
318,"+07",25200,0,"Asia/Omsk"
319,"LMT",19900,0,"Asia/Novosibirsk"
319,"+06",21600,0,"Asia/Novosibirsk"
319,"+07",25200,0,"Asia/Novosibirsk"
319,"+08",28800,1,"Asia/Novosibirsk"
319,"+07",25200,1,"Asia/Novosibirsk"
320,"LMT",20100,0,"Asia/Barnaul"
320,"+06",21600,0,"Asia/Barnaul"
320,"+07",25200,0,"Asia/Barnaul"
320,"+08",28800,1,"Asia/Barnaul"
320,"+07",25200,1,"Asia/Barnaul"
321,"LMT",20391,0,"Asia/Tomsk"
321,"+06",21600,0,"Asia/Tomsk"
321,"+07",25200,0,"Asia/Tomsk"
321,"+08",28800,1,"Asia/Tomsk"
321,"+07",25200,1,"Asia/Tomsk"
322,"LMT",20928,0,"Asia/Novokuznetsk"
322,"+06",21600,0,"Asia/Novokuznetsk"
322,"+07",25200,0,"Asia/Novokuznetsk"
322,"+08",28800,1,"Asia/Novokuznetsk"
323,"LMT",22286,0,"Asia/Krasnoyarsk"
323,"+06",21600,0,"Asia/Krasnoyarsk"
323,"+07",25200,0,"Asia/Krasnoyarsk"
323,"+08",28800,1,"Asia/Krasnoyarsk"
323,"+08",28800,0,"Asia/Krasnoyarsk"
324,"LMT",25025,0,"Asia/Irkutsk"
324,"IMT",25025,0,"Asia/Irkutsk"
324,"+07",25200,0,"Asia/Irkutsk"
324,"+08",28800,0,"Asia/Irkutsk"
324,"+09",32400,1,"Asia/Irkutsk"
324,"+09",32400,0,"Asia/Irkutsk"
325,"LMT",27232,0,"Asia/Chita"
325,"+08",28800,0,"Asia/Chita"
325,"+09",32400,0,"Asia/Chita"
325,"+10",36000,1,"Asia/Chita"
325,"+10",36000,0,"Asia/Chita"
326,"LMT",31138,0,"Asia/Yakutsk"
326,"+08",28800,0,"Asia/Yakutsk"
326,"+09",32400,0,"Asia/Yakutsk"
326,"+10",36000,1,"Asia/Yakutsk"
326,"+10",36000,0,"Asia/Yakutsk"
327,"LMT",32533,0,"Asia/Khandyga"
327,"+08",28800,0,"Asia/Khandyga"
327,"+09",32400,0,"Asia/Khandyga"
327,"+10",36000,1,"Asia/Khandyga"
327,"+10",36000,0,"Asia/Khandyga"
327,"+11",39600,1,"Asia/Khandyga"
327,"+11",39600,0,"Asia/Khandyga"
328,"LMT",31651,0,"Asia/Vladivostok"
328,"+09",32400,0,"Asia/Vladivostok"
328,"+10",36000,0,"Asia/Vladivostok"
328,"+11",39600,1,"Asia/Vladivostok"
328,"+11",39600,0,"Asia/Vladivostok"
329,"LMT",34374,0,"Asia/Ust-Nera"
329,"+08",28800,0,"Asia/Ust-Nera"
329,"+09",32400,0,"Asia/Ust-Nera"
329,"+12",43200,1,"Asia/Ust-Nera"
329,"+11",39600,0,"Asia/Ust-Nera"
329,"+10",36000,0,"Asia/Ust-Nera"
329,"+12",43200,0,"Asia/Ust-Nera"
330,"LMT",36192,0,"Asia/Magadan"
330,"+10",36000,0,"Asia/Magadan"
330,"+11",39600,0,"Asia/Magadan"
330,"+12",43200,1,"Asia/Magadan"
330,"+12",43200,0,"Asia/Magadan"
331,"LMT",34248,0,"Asia/Sakhalin"
331,"+09",32400,0,"Asia/Sakhalin"
331,"+11",39600,0,"Asia/Sakhalin"
331,"+12",43200,1,"Asia/Sakhalin"
331,"+10",36000,0,"Asia/Sakhalin"
331,"+11",39600,1,"Asia/Sakhalin"
332,"LMT",36892,0,"Asia/Srednekolymsk"
332,"+10",36000,0,"Asia/Srednekolymsk"
332,"+11",39600,0,"Asia/Srednekolymsk"
332,"+12",43200,1,"Asia/Srednekolymsk"
332,"+12",43200,0,"Asia/Srednekolymsk"
333,"LMT",38076,0,"Asia/Kamchatka"
333,"+11",39600,0,"Asia/Kamchatka"
333,"+12",43200,0,"Asia/Kamchatka"
333,"+13",46800,1,"Asia/Kamchatka"
334,"LMT",42596,0,"Asia/Anadyr"
334,"+12",43200,0,"Asia/Anadyr"
334,"+13",46800,0,"Asia/Anadyr"
334,"+14",50400,1,"Asia/Anadyr"
334,"+13",46800,1,"Asia/Anadyr"
334,"+11",39600,0,"Asia/Anadyr"
335,"LMT",7820,0,"Africa/Kigali"
335,"CAT",7200,0,"Africa/Kigali"
336,"LMT",11212,0,"Asia/Riyadh"
336,"+03",10800,0,"Asia/Riyadh"
337,"LMT",38388,0,"Pacific/Guadalcanal"
337,"+11",39600,0,"Pacific/Guadalcanal"
338,"LMT",13308,0,"Indian/Mahe"
338,"+04",14400,0,"Indian/Mahe"
339,"LMT",7808,0,"Africa/Khartoum"
339,"CAT",7200,0,"Africa/Khartoum"
339,"CAST",10800,1,"Africa/Khartoum"
339,"EAT",10800,0,"Africa/Khartoum"
340,"LMT",4332,0,"Europe/Stockholm"
340,"SET",3614,0,"Europe/Stockholm"
340,"CET",3600,0,"Europe/Stockholm"
340,"CEST",7200,1,"Europe/Stockholm"
341,"LMT",24925,0,"Asia/Singapore"
341,"SMT",24925,0,"Asia/Singapore"
341,"+07",25200,0,"Asia/Singapore"
341,"+0720",26400,1,"Asia/Singapore"
341,"+0730",27000,0,"Asia/Singapore"
341,"+09",32400,0,"Asia/Singapore"
341,"+08",28800,0,"Asia/Singapore"
342,"LMT",-968,0,"Atlantic/St_Helena"
342,"GMT",0,0,"Atlantic/St_Helena"
343,"LMT",4920,0,"Europe/Ljubljana"
343,"CET",3600,0,"Europe/Ljubljana"
343,"CEST",7200,1,"Europe/Ljubljana"
344,"LMT",2580,0,"Arctic/Longyearbyen"
344,"CET",3600,0,"Arctic/Longyearbyen"
344,"CEST",7200,1,"Arctic/Longyearbyen"
345,"LMT",3464,0,"Europe/Bratislava"
345,"PMT",3464,0,"Europe/Bratislava"
345,"CET",3600,0,"Europe/Bratislava"
345,"CEST",7200,1,"Europe/Bratislava"
346,"LMT",-968,0,"Africa/Freetown"
346,"GMT",0,0,"Africa/Freetown"
347,"LMT",2996,0,"Europe/San_Marino"
347,"RMT",2996,0,"Europe/San_Marino"
347,"CET",3600,0,"Europe/San_Marino"
347,"CEST",7200,1,"Europe/San_Marino"
348,"LMT",-968,0,"Africa/Dakar"
348,"GMT",0,0,"Africa/Dakar"
349,"LMT",8836,0,"Africa/Mogadishu"
349,"EAT",10800,0,"Africa/Mogadishu"
349,"+0230",9000,0,"Africa/Mogadishu"
349,"+0245",9900,0,"Africa/Mogadishu"
350,"LMT",-13240,0,"America/Paramaribo"
350,"PMT",-13252,0,"America/Paramaribo"
350,"PMT",-13236,0,"America/Paramaribo"
350,"-0330",-12600,0,"America/Paramaribo"
350,"-03",-10800,0,"America/Paramaribo"
351,"LMT",7808,0,"Africa/Juba"
351,"CAT",7200,0,"Africa/Juba"
351,"CAST",10800,1,"Africa/Juba"
351,"EAT",10800,0,"Africa/Juba"
352,"LMT",-968,0,"Africa/Sao_Tome"
352,"GMT",0,0,"Africa/Sao_Tome"
353,"LMT",-21408,0,"America/El_Salvador"
353,"CST",-21600,0,"America/El_Salvador"
353,"CDT",-18000,1,"America/El_Salvador"
354,"LMT",-16547,0,"America/Lower_Princes"
354,"-0430",-16200,0,"America/Lower_Princes"
354,"AST",-14400,0,"America/Lower_Princes"
355,"LMT",8712,0,"Asia/Damascus"
355,"EET",7200,0,"Asia/Damascus"
355,"EEST",10800,1,"Asia/Damascus"
356,"LMT",6720,0,"Africa/Mbabane"
356,"SAST",5400,0,"Africa/Mbabane"
356,"SAST",7200,0,"Africa/Mbabane"
356,"SAST",10800,1,"Africa/Mbabane"
357,"LMT",-17072,0,"America/Grand_Turk"
357,"KMT",-18431,0,"America/Grand_Turk"
357,"EST",-18000,0,"America/Grand_Turk"
357,"EDT",-14400,1,"America/Grand_Turk"
357,"AST",-14400,0,"America/Grand_Turk"
358,"LMT",3612,0,"Africa/Ndjamena"
358,"WAT",3600,0,"Africa/Ndjamena"
358,"WAST",7200,1,"Africa/Ndjamena"
359,"+05",18000,0,"Indian/Kerguelen"
360,"LMT",-968,0,"Africa/Lome"
360,"GMT",0,0,"Africa/Lome"
361,"LMT",24124,0,"Asia/Bangkok"
361,"BMT",24124,0,"Asia/Bangkok"
361,"+07",25200,0,"Asia/Bangkok"
362,"LMT",16512,0,"Asia/Dushanbe"
362,"+05",18000,0,"Asia/Dushanbe"
362,"+06",21600,0,"Asia/Dushanbe"
362,"+07",25200,1,"Asia/Dushanbe"
363,"LMT",-41096,0,"Pacific/Fakaofo"
363,"-11",-39600,0,"Pacific/Fakaofo"
363,"+13",46800,0,"Pacific/Fakaofo"
364,"LMT",30140,0,"Asia/Dili"
364,"+08",28800,0,"Asia/Dili"
364,"+09",32400,0,"Asia/Dili"
365,"LMT",14012,0,"Asia/Ashgabat"
365,"+04",14400,0,"Asia/Ashgabat"
365,"+05",18000,0,"Asia/Ashgabat"
365,"+06",21600,1,"Asia/Ashgabat"
366,"LMT",2444,0,"Africa/Tunis"
366,"PMT",561,0,"Africa/Tunis"
366,"CET",3600,0,"Africa/Tunis"
366,"CEST",7200,1,"Africa/Tunis"
367,"LMT",44360,0,"Pacific/Tongatapu"
367,"+1220",44400,0,"Pacific/Tongatapu"
367,"+13",46800,0,"Pacific/Tongatapu"
367,"+14",50400,1,"Pacific/Tongatapu"
368,"LMT",6952,0,"Europe/Istanbul"
368,"IMT",7016,0,"Europe/Istanbul"
368,"EET",7200,0,"Europe/Istanbul"
368,"EEST",10800,1,"Europe/Istanbul"
368,"+04",14400,1,"Europe/Istanbul"
368,"+03",10800,0,"Europe/Istanbul"
369,"LMT",-14764,0,"America/Port_of_Spain"
369,"AST",-14400,0,"America/Port_of_Spain"
370,"LMT",43012,0,"Pacific/Funafuti"
370,"+12",43200,0,"Pacific/Funafuti"
371,"LMT",29160,0,"Asia/Taipei"
371,"CST",28800,0,"Asia/Taipei"
371,"JST",32400,0,"Asia/Taipei"
371,"CDT",32400,1,"Asia/Taipei"
372,"LMT",8836,0,"Africa/Dar_es_Salaam"
372,"EAT",10800,0,"Africa/Dar_es_Salaam"
372,"+0230",9000,0,"Africa/Dar_es_Salaam"
372,"+0245",9900,0,"Africa/Dar_es_Salaam"
373,"LMT",7324,0,"Europe/Kiev"
373,"KMT",7324,0,"Europe/Kiev"
373,"EET",7200,0,"Europe/Kiev"
373,"MSK",10800,0,"Europe/Kiev"
373,"CEST",7200,1,"Europe/Kiev"
373,"CET",3600,0,"Europe/Kiev"
373,"MSD",14400,1,"Europe/Kiev"
373,"EEST",10800,1,"Europe/Kiev"
374,"LMT",5352,0,"Europe/Uzhgorod"
374,"CET",3600,0,"Europe/Uzhgorod"
374,"CEST",7200,1,"Europe/Uzhgorod"
374,"MSK",10800,0,"Europe/Uzhgorod"
374,"MSD",14400,1,"Europe/Uzhgorod"
374,"EET",7200,0,"Europe/Uzhgorod"
374,"EEST",10800,1,"Europe/Uzhgorod"
375,"LMT",8440,0,"Europe/Zaporozhye"
375,"+0220",8400,0,"Europe/Zaporozhye"
375,"EET",7200,0,"Europe/Zaporozhye"
375,"MSK",10800,0,"Europe/Zaporozhye"
375,"CEST",7200,1,"Europe/Zaporozhye"
375,"CET",3600,0,"Europe/Zaporozhye"
375,"MSD",14400,1,"Europe/Zaporozhye"
375,"EEST",10800,1,"Europe/Zaporozhye"
376,"LMT",8836,0,"Africa/Kampala"
376,"EAT",10800,0,"Africa/Kampala"
376,"+0230",9000,0,"Africa/Kampala"
376,"+0245",9900,0,"Africa/Kampala"
377,"LMT",45432,0,"Pacific/Midway"
377,"LMT",-40968,0,"Pacific/Midway"
377,"SST",-39600,0,"Pacific/Midway"
378,"LMT",39988,0,"Pacific/Wake"
378,"+12",43200,0,"Pacific/Wake"
379,"LMT",-17762,0,"America/New_York"
379,"EST",-18000,0,"America/New_York"
379,"EDT",-14400,1,"America/New_York"
379,"EWT",-14400,1,"America/New_York"
379,"EPT",-14400,1,"America/New_York"
380,"LMT",-19931,0,"America/Detroit"
380,"CST",-21600,0,"America/Detroit"
380,"EST",-18000,0,"America/Detroit"
380,"EWT",-14400,1,"America/Detroit"
380,"EPT",-14400,1,"America/Detroit"
380,"EDT",-14400,1,"America/Detroit"
381,"LMT",-20582,0,"America/Kentucky/Louisville"
381,"CST",-21600,0,"America/Kentucky/Louisville"
381,"CDT",-18000,1,"America/Kentucky/Louisville"
381,"CWT",-18000,1,"America/Kentucky/Louisville"
381,"CPT",-18000,1,"America/Kentucky/Louisville"
381,"EST",-18000,0,"America/Kentucky/Louisville"
381,"EDT",-14400,1,"America/Kentucky/Louisville"
382,"LMT",-20364,0,"America/Kentucky/Monticello"
382,"CST",-21600,0,"America/Kentucky/Monticello"
382,"CDT",-18000,1,"America/Kentucky/Monticello"
382,"CWT",-18000,1,"America/Kentucky/Monticello"
382,"CPT",-18000,1,"America/Kentucky/Monticello"
382,"EST",-18000,0,"America/Kentucky/Monticello"
382,"EDT",-14400,1,"America/Kentucky/Monticello"
383,"LMT",-20678,0,"America/Indiana/Indianapolis"
383,"CST",-21600,0,"America/Indiana/Indianapolis"
383,"CDT",-18000,1,"America/Indiana/Indianapolis"
383,"CWT",-18000,1,"America/Indiana/Indianapolis"
383,"CPT",-18000,1,"America/Indiana/Indianapolis"
383,"EST",-18000,0,"America/Indiana/Indianapolis"
383,"EDT",-14400,1,"America/Indiana/Indianapolis"
384,"LMT",-21007,0,"America/Indiana/Vincennes"
384,"CST",-21600,0,"America/Indiana/Vincennes"
384,"CDT",-18000,1,"America/Indiana/Vincennes"
384,"CWT",-18000,1,"America/Indiana/Vincennes"
384,"CPT",-18000,1,"America/Indiana/Vincennes"
384,"EST",-18000,0,"America/Indiana/Vincennes"
384,"EDT",-14400,1,"America/Indiana/Vincennes"
385,"LMT",-20785,0,"America/Indiana/Winamac"
385,"CST",-21600,0,"America/Indiana/Winamac"
385,"CDT",-18000,1,"America/Indiana/Winamac"
385,"CWT",-18000,1,"America/Indiana/Winamac"
385,"CPT",-18000,1,"America/Indiana/Winamac"
385,"EST",-18000,0,"America/Indiana/Winamac"
385,"EDT",-14400,1,"America/Indiana/Winamac"
386,"LMT",-20723,0,"America/Indiana/Marengo"
386,"CST",-21600,0,"America/Indiana/Marengo"
386,"CDT",-18000,1,"America/Indiana/Marengo"
386,"CWT",-18000,1,"America/Indiana/Marengo"
386,"CPT",-18000,1,"America/Indiana/Marengo"
386,"EST",-18000,0,"America/Indiana/Marengo"
386,"EDT",-14400,1,"America/Indiana/Marengo"
387,"LMT",-20947,0,"America/Indiana/Petersburg"
387,"CST",-21600,0,"America/Indiana/Petersburg"
387,"CDT",-18000,1,"America/Indiana/Petersburg"
387,"CWT",-18000,1,"America/Indiana/Petersburg"
387,"CPT",-18000,1,"America/Indiana/Petersburg"
387,"EST",-18000,0,"America/Indiana/Petersburg"
387,"EDT",-14400,1,"America/Indiana/Petersburg"
388,"LMT",-20416,0,"America/Indiana/Vevay"
388,"CST",-21600,0,"America/Indiana/Vevay"
388,"CDT",-18000,1,"America/Indiana/Vevay"
388,"CWT",-18000,1,"America/Indiana/Vevay"
388,"CPT",-18000,1,"America/Indiana/Vevay"
388,"EST",-18000,0,"America/Indiana/Vevay"
388,"EDT",-14400,1,"America/Indiana/Vevay"
389,"LMT",-21036,0,"America/Chicago"
389,"CST",-21600,0,"America/Chicago"
389,"CDT",-18000,1,"America/Chicago"
389,"EST",-18000,0,"America/Chicago"
389,"CWT",-18000,1,"America/Chicago"
389,"CPT",-18000,1,"America/Chicago"
390,"LMT",-20823,0,"America/Indiana/Tell_City"
390,"CST",-21600,0,"America/Indiana/Tell_City"
390,"CDT",-18000,1,"America/Indiana/Tell_City"
390,"CWT",-18000,1,"America/Indiana/Tell_City"
390,"CPT",-18000,1,"America/Indiana/Tell_City"
390,"EST",-18000,0,"America/Indiana/Tell_City"
390,"EDT",-14400,1,"America/Indiana/Tell_City"
391,"LMT",-20790,0,"America/Indiana/Knox"
391,"CST",-21600,0,"America/Indiana/Knox"
391,"CDT",-18000,1,"America/Indiana/Knox"
391,"CWT",-18000,1,"America/Indiana/Knox"
391,"CPT",-18000,1,"America/Indiana/Knox"
391,"EST",-18000,0,"America/Indiana/Knox"
392,"LMT",-21027,0,"America/Menominee"
392,"CST",-21600,0,"America/Menominee"
392,"CDT",-18000,1,"America/Menominee"
392,"CWT",-18000,1,"America/Menominee"
392,"CPT",-18000,1,"America/Menominee"
392,"EST",-18000,0,"America/Menominee"
393,"LMT",-24312,0,"America/North_Dakota/Center"
393,"MST",-25200,0,"America/North_Dakota/Center"
393,"MDT",-21600,1,"America/North_Dakota/Center"
393,"MWT",-21600,1,"America/North_Dakota/Center"
393,"MPT",-21600,1,"America/North_Dakota/Center"
393,"CST",-21600,0,"America/North_Dakota/Center"
393,"CDT",-18000,1,"America/North_Dakota/Center"
394,"LMT",-24339,0,"America/North_Dakota/New_Salem"
394,"MST",-25200,0,"America/North_Dakota/New_Salem"
394,"MDT",-21600,1,"America/North_Dakota/New_Salem"
394,"MWT",-21600,1,"America/North_Dakota/New_Salem"
394,"MPT",-21600,1,"America/North_Dakota/New_Salem"
394,"CST",-21600,0,"America/North_Dakota/New_Salem"
394,"CDT",-18000,1,"America/North_Dakota/New_Salem"
395,"LMT",-24427,0,"America/North_Dakota/Beulah"
395,"MST",-25200,0,"America/North_Dakota/Beulah"
395,"MDT",-21600,1,"America/North_Dakota/Beulah"
395,"MWT",-21600,1,"America/North_Dakota/Beulah"
395,"MPT",-21600,1,"America/North_Dakota/Beulah"
395,"CST",-21600,0,"America/North_Dakota/Beulah"
395,"CDT",-18000,1,"America/North_Dakota/Beulah"
396,"LMT",-25196,0,"America/Denver"
396,"MST",-25200,0,"America/Denver"
396,"MDT",-21600,1,"America/Denver"
396,"MWT",-21600,1,"America/Denver"
396,"MPT",-21600,1,"America/Denver"
397,"LMT",-27889,0,"America/Boise"
397,"PST",-28800,0,"America/Boise"
397,"PDT",-25200,1,"America/Boise"
397,"MST",-25200,0,"America/Boise"
397,"MWT",-21600,1,"America/Boise"
397,"MPT",-21600,1,"America/Boise"
397,"MDT",-21600,1,"America/Boise"
398,"LMT",-26898,0,"America/Phoenix"
398,"MST",-25200,0,"America/Phoenix"
398,"MDT",-21600,1,"America/Phoenix"
398,"MWT",-21600,1,"America/Phoenix"
399,"LMT",-28378,0,"America/Los_Angeles"
399,"PST",-28800,0,"America/Los_Angeles"
399,"PDT",-25200,1,"America/Los_Angeles"
399,"PWT",-25200,1,"America/Los_Angeles"
399,"PPT",-25200,1,"America/Los_Angeles"
400,"LMT",50424,0,"America/Anchorage"
400,"LMT",-35976,0,"America/Anchorage"
400,"AST",-36000,0,"America/Anchorage"
400,"AWT",-32400,1,"America/Anchorage"
400,"APT",-32400,1,"America/Anchorage"
400,"AHST",-36000,0,"America/Anchorage"
400,"AHDT",-32400,1,"America/Anchorage"
400,"YST",-32400,0,"America/Anchorage"
400,"AKST",-32400,0,"America/Anchorage"
400,"AKDT",-28800,1,"America/Anchorage"
401,"LMT",54139,0,"America/Juneau"
401,"LMT",-32261,0,"America/Juneau"
401,"PST",-28800,0,"America/Juneau"
401,"PWT",-25200,1,"America/Juneau"
401,"PPT",-25200,1,"America/Juneau"
401,"PDT",-25200,1,"America/Juneau"
401,"YDT",-28800,1,"America/Juneau"
401,"YST",-32400,0,"America/Juneau"
401,"AKST",-32400,0,"America/Juneau"
401,"AKDT",-28800,1,"America/Juneau"
402,"LMT",53927,0,"America/Sitka"
402,"LMT",-32473,0,"America/Sitka"
402,"PST",-28800,0,"America/Sitka"
402,"PWT",-25200,1,"America/Sitka"
402,"PPT",-25200,1,"America/Sitka"
402,"PDT",-25200,1,"America/Sitka"
402,"YST",-32400,0,"America/Sitka"
402,"AKST",-32400,0,"America/Sitka"
402,"AKDT",-28800,1,"America/Sitka"
403,"LMT",54822,0,"America/Metlakatla"
403,"LMT",-31578,0,"America/Metlakatla"
403,"PST",-28800,0,"America/Metlakatla"
403,"PWT",-25200,1,"America/Metlakatla"
403,"PPT",-25200,1,"America/Metlakatla"
403,"PDT",-25200,1,"America/Metlakatla"
403,"AKST",-32400,0,"America/Metlakatla"
403,"AKDT",-28800,1,"America/Metlakatla"
404,"LMT",52865,0,"America/Yakutat"
404,"LMT",-33535,0,"America/Yakutat"
404,"YST",-32400,0,"America/Yakutat"
404,"YWT",-28800,1,"America/Yakutat"
404,"YPT",-28800,1,"America/Yakutat"
404,"YDT",-28800,1,"America/Yakutat"
404,"AKST",-32400,0,"America/Yakutat"
404,"AKDT",-28800,1,"America/Yakutat"
405,"LMT",46701,0,"America/Nome"
405,"LMT",-39698,0,"America/Nome"
405,"NST",-39600,0,"America/Nome"
405,"NWT",-36000,1,"America/Nome"
405,"NPT",-36000,1,"America/Nome"
405,"BST",-39600,0,"America/Nome"
405,"BDT",-36000,1,"America/Nome"
405,"YST",-32400,0,"America/Nome"
405,"AKST",-32400,0,"America/Nome"
405,"AKDT",-28800,1,"America/Nome"
406,"LMT",44001,0,"America/Adak"
406,"LMT",-42398,0,"America/Adak"
